사번,작업일,쿼리(일부)
O1205727,28-MAR-17,"begin :id := sys.dbms_transaction.local_transaction_id; end;"
O1205727,28-MAR-17,"select sid from V$SESSION where audsid = USERENV('SESSIONID')"
O1205727,28-MAR-17,"Select role
from session_roles
where role in ('DBA','SELECT_CATALOG_ROLE')"
O1205727,28-MAR-17,"Select Privilege
from session_privs
where privilege in ('DEBUG CONNECT SESSION',"
O1205727,28-MAR-17,"SELECT version, sysdate FROM sys.PRODUCT_COMPONENT_VERSION WHERE UPPER(PRODUCT)"
O1205727,28-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,28-MAR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
SELECT GIJUNDT, trunc(sum(danga)/coun"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR000
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT LENGTH(BRNM), A.*
FROM OPFD.TPF_BR_INFO A
WHERE ORG_C = '001'
AND A"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT A.*
FROM HLD.HLR045 A
WHERE ORG_C = '001'
AND LN_ACNO = '6215072800"
O1306464,31-MAR-17,"SELECT /*+ rule */ col.column_name, col.data_type, col.data_length, col.data_pre"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT A.*
FROM HLD.HLR045 A
WHERE ORG_C = '001'
AND LN_ACNO = '6215073100"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,31-MAR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT MNG_BR_C, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_ACNO IN"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR045
WHERE ORG_C = '001'
AND LN_ACNO IN  ('62150728000"
O1306464,31-MAR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO, K.CACC_DATE
FROM HLD.HLR000 K
, ("
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLO019
WHERE ORG_C = '001'
AND SCLM_ACNO IN (
'62131"
O1306464,31-MAR-17,"SELECT /*+ rule */ col.column_name, col.data_type, col.data_length, col.data_pre"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT /*+ rule */ col.column_name, col.data_type, col.data_length, col.data_pre"
O1306464,31-MAR-17,"SELECT A.TR_DATE, A.TR_TIME, A.TR_AMT, A.TRAF_BAL, A.DP_TR_KIND_C 거래코드"
O1306464,31-MAR-17,"SELECT *
FROM SOD.SOUSER
WHERE ORG_C = '001'
--   and BR_C = '310'
--   AND"
O1306464,31-MAR-17,"SELECT A.TR_DATE, A.TR_TIME, A.TR_AMT, A.TRAF_BAL, A.DP_TR_KIND_C 거래코드"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLO019
WHERE ORG_C = '001'
AND SCLM_ACNO IN (
'62131"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, TO_CHAR(TO_DATE(A.TR_DATE), 'YYYY-MM-DD') 거래일자"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO, K.CACC_DATE
FROM HLD.HLR000 K
, ("
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO, K.CACC_DATE
FROM HLD.HLR000 K
, ("
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT A.TR_DATE, A.TR_TIME, A.TR_AMT, A.TRAF_BAL, A.DP_TR_KIND_C 거래코드"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO, K.CACC_DATE
FROM HLD.HLR000 K
, ("
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT * FROM SYS.ALL_TABLES"
O1306464,31-MAR-17,"SELECT 1 FROM SESSION_ROLES WHERE ROLE = 'SELECT_CATALOG_ROLE' UNION ALL SELECT"
O1306464,31-MAR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_TABLES"
O1306464,31-MAR-17,"SELECT /*+ rule */ username from sys.all_users ORDER BY 1"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_OPTION"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_SQL_LOGGING"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_SECURITY_OPTION"
O1306464,31-MAR-17,"begin DBMS_APPLICATION_INFO.SET_MODULE(:Module,:Action); end;
=================="
O1306464,31-MAR-17,"ALTER SESSION SET NLS_LANGUAGE='KOREAN'
NLS_TERRITORY='KOREA'
NLS_CURRENCY='￦'"
O1306464,31-MAR-17,"select * from v$nls_parameters"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT host_name, instance_name FROM v$instance"
O1306464,31-MAR-17,"select name, value from v$parameter where name = 'user_dump_dest"
O1306464,31-MAR-17,"select s.serial#, p.spid, s.server from v$session s, v$process p where s.sid = 2"
O1306464,31-MAR-17,"SELECT userenv('instance'), sid FROM v$mystat WHERE ROWNUM <= 1"
O1306464,31-MAR-17,"SELECT /*+ leading(s) */ inst_id, sid, serial#, ospid, orange.orange_fn_host_nam"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT /*+ RULE */ * FROM sys.USER_USERS WHERE USERNAME = :user_name
==========="
O1306464,31-MAR-17,"SELECT /*+ rule */ o.table_name, decode(partitioned, 'YES', 1, 0), decode(cluste"
O1306464,31-MAR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT A.*
FROM HLD.HLR045 A
WHERE ORG_C = '001'
AND LN_ACNO = '6215041500"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
O1306464,31-MAR-17,"SELECT /*+ RULE */ * FROM sys.USER_USERS WHERE USERNAME = :user_name
==========="
O1306464,31-MAR-17,"SELECT /*+ rule */ o.table_name, decode(partitioned, 'YES', 1, 0), decode(cluste"
O1306464,31-MAR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,31-MAR-17,"SELECT * FROM SYS.ALL_TABLES"
O1306464,31-MAR-17,"SELECT 1 FROM SESSION_ROLES WHERE ROLE = 'SELECT_CATALOG_ROLE' UNION ALL SELECT"
O1306464,31-MAR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_TABLES"
O1306464,31-MAR-17,"SELECT /*+ rule */ username from sys.all_users ORDER BY 1"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_OPTION"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_SQL_LOGGING"
O1306464,31-MAR-17,"SELECT * FROM ORANGE.ORANGE_SECURITY_OPTION"
O1306464,31-MAR-17,"begin DBMS_APPLICATION_INFO.SET_MODULE(:Module,:Action); end;
=================="
O1306464,31-MAR-17,"ALTER SESSION SET NLS_LANGUAGE='KOREAN'
NLS_TERRITORY='KOREA'
NLS_CURRENCY='￦'"
O1306464,31-MAR-17,"select * from v$nls_parameters"
O1306464,31-MAR-17,"SELECT host_name, instance_name FROM v$instance"
O1306464,31-MAR-17,"select name, value from v$parameter where name = 'user_dump_dest"
O1306464,31-MAR-17,"select s.serial#, p.spid, s.server from v$session s, v$process p where s.sid = 2"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT userenv('instance'), sid FROM v$mystat WHERE ROWNUM <= 1"
O1306464,31-MAR-17,"SELECT /*+ leading(s) */ inst_id, sid, serial#, ospid, orange.orange_fn_host_nam"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
O1306464,31-MAR-17,"SELECT /*+ rule */ col.column_name, col.data_type, col.data_length, col.data_pre"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT P.LN_ACNO, P.TRBF_DLY_GEN_DATE, SUM(P.TR_DLY_INT), MAX(P.TR_DATE)
FROM"
O1306464,31-MAR-17,"SELECT K.ORG_C, K.LN_ACNO
FROM HLD.HLR000 K
, (
SELECT A.ORG_"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLI006 K
, (
SELECT A.ORG_C, A.LN_ACNO, B."
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR048
WHERE ORG_C = '001'
AND LN_ACNO = '62150806000450"
O1306464,31-MAR-17,"SELECT DP_ACNO, APLY_RATE_C, A.ACC_BAL, A.MTRT_DATE
, GEN_TC || ' | '"
O1306464,31-MAR-17,"SELECT DP_ACNO, APLY_RATE_C, A.ACC_BAL, A.MTRT_DATE
, GEN_TC || ' | '"
O1306464,31-MAR-17,"SELECT DP_ACNO, APLY_RATE_C, A.ACC_BAL, A.MTRT_DATE
, GEN_TC || ' | '"
O1306464,31-MAR-17,"SELECT AUTO_FTRN_ACNO, A.*
FROM HLD.HLR000 A
WHERE ORG_C = '001'
AND LN_PR"
O1306464,31-MAR-17,"SELECT *
FROM HLD.HLR049
WHERE ORG_C = '001'
AND LN_ACNO = '62150806000450"
O1306464,31-MAR-17,"SELECT A.LN_ACNO
, A.CNO
, A.LN_BAL
, (SELECT APRV_AMT FROM HL"
